@relation pandasdata
@attribute Lag_NO_1 real
@attribute Lag_NO_2 real
@attribute Lag_NO_3 real
@attribute Lag_NO_4 real
@attribute Lag_NO_5 real
@attribute Lag_NO_6 real
@attribute Lag_NO_7 real
@attribute Lag_SO2_1 real
@attribute Lag_SO2_2 real
@attribute Lag_SO2_3 real
@attribute Lag_SO2_4 real
@attribute Lag_SO2_5 real
@attribute Lag_SO2_6 real
@attribute Lag_SO2_7 real
@attribute Lag_O3_1 real
@attribute Lag_O3_2 real
@attribute Lag_O3_3 real
@attribute Lag_O3_4 real
@attribute Lag_O3_5 real
@attribute Lag_O3_6 real
@attribute Lag_O3_7 real
@attribute Lag_TMP_1 real
@attribute Lag_TMP_2 real
@attribute Lag_TMP_3 real
@attribute Lag_TMP_4 real
@attribute Lag_TMP_5 real
@attribute Lag_TMP_6 real
@attribute Lag_TMP_7 real
@attribute Lag_HR_1 real
@attribute Lag_HR_2 real
@attribute Lag_HR_3 real
@attribute Lag_HR_4 real
@attribute Lag_HR_5 real
@attribute Lag_HR_6 real
@attribute Lag_HR_7 real
@attribute Lag_NOX_1 real
@attribute Lag_NOX_2 real
@attribute Lag_NOX_3 real
@attribute Lag_NOX_4 real
@attribute Lag_NOX_5 real
@attribute Lag_NOX_6 real
@attribute Lag_NOX_7 real
@attribute Lag_DD_1 real
@attribute Lag_DD_2 real
@attribute Lag_DD_3 real
@attribute Lag_DD_4 real
@attribute Lag_DD_5 real
@attribute Lag_DD_6 real
@attribute Lag_DD_7 real
@attribute Lag_PRB_1 real
@attribute Lag_PRB_2 real
@attribute Lag_PRB_3 real
@attribute Lag_PRB_4 real
@attribute Lag_PRB_5 real
@attribute Lag_PRB_6 real
@attribute Lag_PRB_7 real
@attribute Lag_RS_1 real
@attribute Lag_RS_2 real
@attribute Lag_RS_3 real
@attribute Lag_RS_4 real
@attribute Lag_RS_5 real
@attribute Lag_RS_6 real
@attribute Lag_RS_7 real
@attribute Lag_VV_1 real
@attribute Lag_VV_2 real
@attribute Lag_VV_3 real
@attribute Lag_VV_4 real
@attribute Lag_VV_5 real
@attribute Lag_VV_6 real
@attribute Lag_VV_7 real
@attribute Lag_PM10_1 real
@attribute Lag_PM10_2 real
@attribute Lag_PM10_3 real
@attribute Lag_PM10_4 real
@attribute Lag_PM10_5 real
@attribute Lag_PM10_6 real
@attribute Lag_PM10_7 real
@attribute Lag_NO2_1 real
@attribute Lag_NO2_2 real
@attribute Lag_NO2_3 real
@attribute Lag_NO2_4 real
@attribute Lag_NO2_5 real
@attribute Lag_NO2_6 real
@attribute Lag_NO2_7 real
@attribute NO2 real
@data
2.0,2.0,2.0,2.0,2.0,2.0,2.0,11.0,10.0,9.0,8.0,8.0,9.0,9.0,42.0,43.666666666666664,45.333333333333336,47.0,46.0,52.0,57.0,20.0,19.666666666666668,19.333333333333332,19.0,18.0,17.0,16.0,83.0,81.33333333333333,79.66666666666667,78.0,70.0,67.0,73.0,25.0,23.333333333333332,21.666666666666668,20.0,21.0,18.0,16.0,257.0,256.0,255.0,254.0,233.0,300.0,263.0,1018.0,1019.0,1020.0,1021.0,1022.0,1017.0,1009.0,145.0,145.33333333333334,145.66666666666666,146.0,151.0,146.0,146.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,26.0,23.333333333333332,20.666666666666668,18.0,19.0,12.0,11.0,22.0,20.666666666666668,19.333333333333332,18.0,18.0,15.0,14.0,19.666666666666668
2.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,11.0,10.0,9.0,8.0,8.0,9.0,41.666666666666664,42.0,43.666666666666664,45.333333333333336,47.0,46.0,52.0,21.333333333333332,20.0,19.666666666666668,19.333333333333332,19.0,18.0,17.0,75.66666666666667,83.0,81.33333333333333,79.66666666666667,78.0,70.0,67.0,22.333333333333332,25.0,23.333333333333332,21.666666666666668,20.0,21.0,18.0,262.0,257.0,256.0,255.0,254.0,233.0,300.0,1019.0,1018.0,1019.0,1020.0,1021.0,1022.0,1017.0,135.33333333333334,145.0,145.33333333333334,145.66666666666666,146.0,151.0,146.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.666666666666668,26.0,23.333333333333332,20.666666666666668,18.0,19.0,12.0,19.666666666666668,22.0,20.666666666666668,19.333333333333332,18.0,18.0,15.0,17.333333333333332
2.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0,10.0,11.0,10.0,9.0,8.0,8.0,41.333333333333336,41.666666666666664,42.0,43.666666666666664,45.333333333333336,47.0,46.0,22.666666666666668,21.333333333333332,20.0,19.666666666666668,19.333333333333332,19.0,18.0,68.33333333333333,75.66666666666667,83.0,81.33333333333333,79.66666666666667,78.0,70.0,19.666666666666668,22.333333333333332,25.0,23.333333333333332,21.666666666666668,20.0,21.0,267.0,262.0,257.0,256.0,255.0,254.0,233.0,1020.0,1019.0,1018.0,1019.0,1020.0,1021.0,1022.0,125.66666666666667,135.33333333333334,145.0,145.33333333333334,145.66666666666666,146.0,151.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.333333333333332,22.666666666666668,26.0,23.333333333333332,20.666666666666668,18.0,19.0,17.333333333333332,19.666666666666668,22.0,20.666666666666668,19.333333333333332,18.0,18.0,15.0
2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,9.0,10.0,11.0,10.0,9.0,8.0,41.0,41.333333333333336,41.666666666666664,42.0,43.666666666666664,45.333333333333336,47.0,24.0,22.666666666666668,21.333333333333332,20.0,19.666666666666668,19.333333333333332,19.0,61.0,68.33333333333333,75.66666666666667,83.0,81.33333333333333,79.66666666666667,78.0,17.0,19.666666666666668,22.333333333333332,25.0,23.333333333333332,21.666666666666668,20.0,272.0,267.0,262.0,257.0,256.0,255.0,254.0,1021.0,1020.0,1019.0,1018.0,1019.0,1020.0,1021.0,116.0,125.66666666666667,135.33333333333334,145.0,145.33333333333334,145.66666666666666,146.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,19.333333333333332,22.666666666666668,26.0,23.333333333333332,20.666666666666668,18.0,15.0,17.333333333333332,19.666666666666668,22.0,20.666666666666668,19.333333333333332,18.0,14.0
2.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0,8.0,9.0,10.0,11.0,10.0,9.0,46.0,41.0,41.333333333333336,41.666666666666664,42.0,43.666666666666664,45.333333333333336,24.0,24.0,22.666666666666668,21.333333333333332,20.0,19.666666666666668,19.333333333333332,55.0,61.0,68.33333333333333,75.66666666666667,83.0,81.33333333333333,79.66666666666667,18.0,17.0,19.666666666666668,22.333333333333332,25.0,23.333333333333332,21.666666666666668,277.0,272.0,267.0,262.0,257.0,256.0,255.0,1014.0,1021.0,1020.0,1019.0,1018.0,1019.0,1020.0,90.0,116.0,125.66666666666667,135.33333333333334,145.0,145.33333333333334,145.66666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24.0,16.0,19.333333333333332,22.666666666666668,26.0,23.333333333333332,20.666666666666668,14.0,15.0,17.333333333333332,19.666666666666668,22.0,20.666666666666668,19.333333333333332,11.0
2.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0,9.0,8.0,9.0,10.0,11.0,10.0,63.0,46.0,41.0,41.333333333333336,41.666666666666664,42.0,43.666666666666664,23.0,24.0,24.0,22.666666666666668,21.333333333333332,20.0,19.666666666666668,45.0,55.0,61.0,68.33333333333333,75.66666666666667,83.0,81.33333333333333,15.0,18.0,17.0,19.666666666666668,22.333333333333332,25.0,23.333333333333332,258.0,277.0,272.0,267.0,262.0,257.0,256.0,1009.0,1014.0,1021.0,1020.0,1019.0,1018.0,1019.0,123.0,90.0,116.0,125.66666666666667,135.33333333333334,145.0,145.33333333333334,2.0,1.0,1.0,1.0,1.0,1.0,1.0,24.0,24.0,16.0,19.333333333333332,22.666666666666668,26.0,23.333333333333332,11.0,14.0,15.0,17.333333333333332,19.666666666666668,22.0,20.666666666666668,11.0
1.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0,9.0,9.0,8.0,9.0,10.0,11.0,63.0,63.0,46.0,41.0,41.333333333333336,41.666666666666664,42.0,22.0,23.0,24.0,24.0,22.666666666666668,21.333333333333332,20.0,53.0,45.0,55.0,61.0,68.33333333333333,75.66666666666667,83.0,14.0,15.0,18.0,17.0,19.666666666666668,22.333333333333332,25.0,241.0,258.0,277.0,272.0,267.0,262.0,257.0,1012.0,1009.0,1014.0,1021.0,1020.0,1019.0,1018.0,134.0,123.0,90.0,116.0,125.66666666666667,135.33333333333334,145.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,18.0,24.0,24.0,16.0,19.333333333333332,22.666666666666668,26.0,11.0,11.0,14.0,15.0,17.333333333333332,19.666666666666668,22.0,11.0
2.0,1.0,2.0,2.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,8.0,9.0,10.0,63.0,63.0,63.0,46.0,41.0,41.333333333333336,41.666666666666664,19.0,22.0,23.0,24.0,24.0,22.666666666666668,21.333333333333332,48.0,53.0,45.0,55.0,61.0,68.33333333333333,75.66666666666667,14.0,14.0,15.0,18.0,17.0,19.666666666666668,22.333333333333332,275.0,241.0,258.0,277.0,272.0,267.0,262.0,1012.0,1012.0,1009.0,1014.0,1021.0,1020.0,1019.0,136.0,134.0,123.0,90.0,116.0,125.66666666666667,135.33333333333334,1.0,2.0,2.0,1.0,1.0,1.0,1.0,14.0,18.0,24.0,24.0,16.0,19.333333333333332,22.666666666666668,11.0,11.0,11.0,14.0,15.0,17.333333333333332,19.666666666666668,15.0
2.0,2.0,1.0,2.0,2.0,2.0,2.0,10.0,9.0,9.0,9.0,9.0,8.0,9.0,55.0,63.0,63.0,63.0,46.0,41.0,41.333333333333336,17.0,19.0,22.0,23.0,24.0,24.0,22.666666666666668,52.0,48.0,53.0,45.0,55.0,61.0,68.33333333333333,18.0,14.0,14.0,15.0,18.0,17.0,19.666666666666668,266.0,275.0,241.0,258.0,277.0,272.0,267.0,1015.0,1012.0,1012.0,1009.0,1014.0,1021.0,1020.0,83.0,136.0,134.0,123.0,90.0,116.0,125.66666666666667,1.0,1.0,2.0,2.0,1.0,1.0,1.0,14.0,14.0,18.0,24.0,24.0,16.0,19.333333333333332,15.0,11.0,11.0,11.0,14.0,15.0,17.333333333333332,16.0
2.0,2.0,2.0,1.0,2.0,2.0,2.0,10.0,10.0,9.0,9.0,9.0,9.0,8.0,56.0,55.0,63.0,63.0,63.0,46.0,41.0,17.0,17.0,19.0,22.0,23.0,24.0,24.0,57.0,52.0,48.0,53.0,45.0,55.0,61.0,19.0,18.0,14.0,14.0,15.0,18.0,17.0,258.0,266.0,275.0,241.0,258.0,277.0,272.0,1011.0,1015.0,1012.0,1012.0,1009.0,1014.0,1021.0,118.0,83.0,136.0,134.0,123.0,90.0,116.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,19.0,14.0,14.0,18.0,24.0,24.0,16.0,16.0,15.0,11.0,11.0,11.0,14.0,15.0,15.0
2.0,2.0,2.0,2.0,1.0,2.0,2.0,9.666666666666666,10.0,10.0,9.0,9.0,9.0,9.0,61.0,56.0,55.0,63.0,63.0,63.0,46.0,16.0,17.0,17.0,19.0,22.0,23.0,24.0,40.0,57.0,52.0,48.0,53.0,45.0,55.0,18.0,19.0,18.0,14.0,14.0,15.0,18.0,296.0,258.0,266.0,275.0,241.0,258.0,277.0,1014.0,1011.0,1015.0,1012.0,1012.0,1009.0,1014.0,131.0,118.0,83.0,136.0,134.0,123.0,90.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,17.0,19.0,14.0,14.0,18.0,24.0,24.0,15.0,16.0,15.0,11.0,11.0,11.0,14.0,13.0
2.0,2.0,2.0,2.0,2.0,1.0,2.0,9.333333333333334,9.666666666666666,10.0,10.0,9.0,9.0,9.0,62.0,61.0,56.0,55.0,63.0,63.0,63.0,16.0,16.0,17.0,17.0,19.0,22.0,23.0,47.0,40.0,57.0,52.0,48.0,53.0,45.0,16.0,18.0,19.0,18.0,14.0,14.0,15.0,259.0,296.0,258.0,266.0,275.0,241.0,258.0,1018.0,1014.0,1011.0,1015.0,1012.0,1012.0,1009.0,138.0,131.0,118.0,83.0,136.0,134.0,123.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,12.0,17.0,19.0,14.0,14.0,18.0,24.0,13.0,15.0,16.0,15.0,11.0,11.0,11.0,10.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,9.0,9.333333333333334,9.666666666666666,10.0,10.0,9.0,9.0,61.0,62.0,61.0,56.0,55.0,63.0,63.0,16.0,16.0,16.0,17.0,17.0,19.0,22.0,48.0,47.0,40.0,57.0,52.0,48.0,53.0,12.0,16.0,18.0,19.0,18.0,14.0,14.0,308.0,259.0,296.0,258.0,266.0,275.0,241.0,1013.0,1018.0,1014.0,1011.0,1015.0,1012.0,1012.0,132.0,138.0,131.0,118.0,83.0,136.0,134.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,19.0,12.0,17.0,19.0,14.0,14.0,18.0,10.0,13.0,15.0,16.0,15.0,11.0,11.0,12.0
2.0,1.0,2.0,2.0,2.0,2.0,2.0,8.666666666666666,9.0,9.333333333333334,9.666666666666666,10.0,10.0,9.0,60.0,61.0,62.0,61.0,56.0,55.0,63.0,15.0,16.0,16.0,16.0,17.0,17.0,19.0,49.0,48.0,47.0,40.0,57.0,52.0,48.0,14.0,12.0,16.0,18.0,19.0,18.0,14.0,321.0,308.0,259.0,296.0,258.0,266.0,275.0,1013.0,1013.0,1018.0,1014.0,1011.0,1015.0,1012.0,97.0,132.0,138.0,131.0,118.0,83.0,136.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,9.0,19.0,12.0,17.0,19.0,14.0,14.0,12.0,10.0,13.0,15.0,16.0,15.0,11.0,14.0
2.0,2.0,1.0,2.0,2.0,2.0,2.0,8.333333333333334,8.666666666666666,9.0,9.333333333333334,9.666666666666666,10.0,10.0,64.0,60.0,61.0,62.0,61.0,56.0,55.0,16.0,15.0,16.0,16.0,16.0,17.0,17.0,49.0,49.0,48.0,47.0,40.0,57.0,52.0,17.0,14.0,12.0,16.0,18.0,19.0,18.0,308.0,321.0,308.0,259.0,296.0,258.0,266.0,1011.0,1013.0,1013.0,1018.0,1014.0,1011.0,1015.0,130.0,97.0,132.0,138.0,131.0,118.0,83.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,16.0,9.0,19.0,12.0,17.0,19.0,14.0,14.0,12.0,10.0,13.0,15.0,16.0,15.0,12.0
2.0,2.0,2.0,1.0,2.0,2.0,2.0,8.0,8.333333333333334,8.666666666666666,9.0,9.333333333333334,9.666666666666666,10.0,51.0,64.0,60.0,61.0,62.0,61.0,56.0,19.0,16.0,15.0,16.0,16.0,16.0,17.0,50.0,49.0,49.0,48.0,47.0,40.0,57.0,15.0,17.0,14.0,12.0,16.0,18.0,19.0,282.0,308.0,321.0,308.0,259.0,296.0,258.0,1008.0,1011.0,1013.0,1013.0,1018.0,1014.0,1011.0,121.0,130.0,97.0,132.0,138.0,131.0,118.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,18.0,16.0,9.0,19.0,12.0,17.0,19.0,12.0,14.0,12.0,10.0,13.0,15.0,16.0,21.0
4.0,2.0,2.0,2.0,1.0,2.0,2.0,7.0,8.0,8.333333333333334,8.666666666666666,9.0,9.333333333333334,9.666666666666666,53.0,51.0,64.0,60.0,61.0,62.0,61.0,15.0,19.0,16.0,15.0,16.0,16.0,16.0,61.0,50.0,49.0,49.0,48.0,47.0,40.0,27.0,15.0,17.0,14.0,12.0,16.0,18.0,268.0,282.0,308.0,321.0,308.0,259.0,296.0,1003.0,1008.0,1011.0,1013.0,1013.0,1018.0,1014.0,34.0,121.0,130.0,97.0,132.0,138.0,131.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,23.0,18.0,16.0,9.0,19.0,12.0,17.0,21.0,12.0,14.0,12.0,10.0,13.0,15.0,20.0
2.5,4.0,2.0,2.0,2.0,1.0,2.0,3.0,7.0,8.0,8.333333333333334,8.666666666666666,9.0,9.333333333333334,59.0,53.0,51.0,64.0,60.0,61.0,62.0,13.0,15.0,19.0,16.0,15.0,16.0,16.0,47.0,61.0,50.0,49.0,49.0,48.0,47.0,24.0,27.0,15.0,17.0,14.0,12.0,16.0,286.0,268.0,282.0,308.0,321.0,308.0,259.0,1003.0,1003.0,1008.0,1011.0,1013.0,1013.0,1018.0,117.0,34.0,121.0,130.0,97.0,132.0,138.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,14.0,23.0,18.0,16.0,9.0,19.0,12.0,20.0,21.0,12.0,14.0,12.0,10.0,13.0,19.0
1.0,2.5,4.0,2.0,2.0,2.0,1.0,5.0,3.0,7.0,8.0,8.333333333333334,8.666666666666666,9.0,63.0,59.0,53.0,51.0,64.0,60.0,61.0,13.0,13.0,15.0,19.0,16.0,15.0,16.0,45.0,47.0,61.0,50.0,49.0,49.0,48.0,21.0,24.0,27.0,15.0,17.0,14.0,12.0,308.0,286.0,268.0,282.0,308.0,321.0,308.0,1010.0,1003.0,1003.0,1008.0,1011.0,1013.0,1013.0,118.0,117.0,34.0,121.0,130.0,97.0,132.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,14.0,14.0,23.0,18.0,16.0,9.0,19.0,19.0,20.0,21.0,12.0,14.0,12.0,10.0,18.0
1.0,1.0,2.5,4.0,2.0,2.0,2.0,4.0,5.0,3.0,7.0,8.0,8.333333333333334,8.666666666666666,61.0,63.0,59.0,53.0,51.0,64.0,60.0,13.0,13.0,13.0,15.0,19.0,16.0,15.0,52.0,45.0,47.0,61.0,50.0,49.0,49.0,20.0,21.0,24.0,27.0,15.0,17.0,14.0,262.0,308.0,286.0,268.0,282.0,308.0,321.0,1012.0,1010.0,1003.0,1003.0,1008.0,1011.0,1013.0,79.0,118.0,117.0,34.0,121.0,130.0,97.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,12.0,14.0,14.0,23.0,18.0,16.0,9.0,18.0,19.0,20.0,21.0,12.0,14.0,12.0,18.0
1.0,1.0,1.0,2.5,4.0,2.0,2.0,3.0,4.0,5.0,3.0,7.0,8.0,8.333333333333334,50.0,61.0,63.0,59.0,53.0,51.0,64.0,13.0,13.0,13.0,13.0,15.0,19.0,16.0,69.0,52.0,45.0,47.0,61.0,50.0,49.0,20.0,20.0,21.0,24.0,27.0,15.0,17.0,308.0,262.0,308.0,286.0,268.0,282.0,308.0,1009.0,1012.0,1010.0,1003.0,1003.0,1008.0,1011.0,119.0,79.0,118.0,117.0,34.0,121.0,130.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,10.0,12.0,14.0,14.0,23.0,18.0,16.0,18.0,18.0,19.0,20.0,21.0,12.0,14.0,22.0
2.0,1.0,1.0,1.0,2.5,4.0,2.0,5.0,3.0,4.0,5.0,3.0,7.0,8.0,44.0,50.0,61.0,63.0,59.0,53.0,51.0,13.0,13.0,13.0,13.0,13.0,15.0,19.0,62.0,69.0,52.0,45.0,47.0,61.0,50.0,25.0,20.0,20.0,21.0,24.0,27.0,15.0,270.0,308.0,262.0,308.0,286.0,268.0,282.0,1014.0,1009.0,1012.0,1010.0,1003.0,1003.0,1008.0,97.0,119.0,79.0,118.0,117.0,34.0,121.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,12.0,10.0,12.0,14.0,14.0,23.0,18.0,22.0,18.0,18.0,19.0,20.0,21.0,12.0,24.0
2.0,2.0,1.0,1.0,1.0,2.5,4.0,5.0,5.0,3.0,4.0,5.0,3.0,7.0,42.0,44.0,50.0,61.0,63.0,59.0,53.0,13.0,13.0,13.0,13.0,13.0,13.0,15.0,79.0,62.0,69.0,52.0,45.0,47.0,61.0,27.0,25.0,20.0,20.0,21.0,24.0,27.0,272.0,270.0,308.0,262.0,308.0,286.0,268.0,1009.0,1014.0,1009.0,1012.0,1010.0,1003.0,1003.0,100.0,97.0,119.0,79.0,118.0,117.0,34.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,15.0,12.0,10.0,12.0,14.0,14.0,23.0,24.0,22.0,18.0,18.0,19.0,20.0,21.0,28.0
3.0,2.0,2.0,1.0,1.0,1.0,2.5,4.0,5.0,5.0,3.0,4.0,5.0,3.0,30.0,42.0,44.0,50.0,61.0,63.0,59.0,14.0,13.0,13.0,13.0,13.0,13.0,13.0,82.0,79.0,62.0,69.0,52.0,45.0,47.0,33.0,27.0,25.0,20.0,20.0,21.0,24.0,231.0,272.0,270.0,308.0,262.0,308.0,286.0,1007.0,1009.0,1014.0,1009.0,1012.0,1010.0,1003.0,56.0,100.0,97.0,119.0,79.0,118.0,117.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,19.0,15.0,12.0,10.0,12.0,14.0,14.0,28.0,24.0,22.0,18.0,18.0,19.0,20.0,21.0
1.0,3.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,43.0,30.0,42.0,44.0,50.0,61.0,63.0,14.0,14.0,13.0,13.0,13.0,13.0,13.0,97.0,82.0,79.0,62.0,69.0,52.0,45.0,23.0,33.0,27.0,25.0,20.0,20.0,21.0,227.0,231.0,272.0,270.0,308.0,262.0,308.0,1000.0,1007.0,1009.0,1014.0,1009.0,1012.0,1010.0,30.0,56.0,100.0,97.0,119.0,79.0,118.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,13.0,19.0,15.0,12.0,10.0,12.0,14.0,21.0,28.0,24.0,22.0,18.0,18.0,19.0,18.0
1.0,1.0,3.0,2.0,2.0,1.0,1.0,5.0,4.0,4.0,5.0,5.0,3.0,4.0,73.0,43.0,30.0,42.0,44.0,50.0,61.0,16.0,14.0,14.0,13.0,13.0,13.0,13.0,52.0,97.0,82.0,79.0,62.0,69.0,52.0,19.0,23.0,33.0,27.0,25.0,20.0,20.0,288.0,227.0,231.0,272.0,270.0,308.0,262.0,998.0,1000.0,1007.0,1009.0,1014.0,1009.0,1012.0,107.0,30.0,56.0,100.0,97.0,119.0,79.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,7.0,13.0,19.0,15.0,12.0,10.0,12.0,18.0,21.0,28.0,24.0,22.0,18.0,18.0,19.0
1.0,1.0,1.0,3.0,2.0,2.0,1.0,6.0,5.0,4.0,4.0,5.0,5.0,3.0,58.0,73.0,43.0,30.0,42.0,44.0,50.0,15.0,16.0,14.0,14.0,13.0,13.0,13.0,52.0,52.0,97.0,82.0,79.0,62.0,69.0,21.0,19.0,23.0,33.0,27.0,25.0,20.0,282.0,288.0,227.0,231.0,272.0,270.0,308.0,1010.0,998.0,1000.0,1007.0,1009.0,1014.0,1009.0,91.0,107.0,30.0,56.0,100.0,97.0,119.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,10.0,7.0,13.0,19.0,15.0,12.0,10.0,19.0,18.0,21.0,28.0,24.0,22.0,18.0,26.0
5.0,1.0,1.0,1.0,3.0,2.0,2.0,5.0,6.0,5.0,4.0,4.0,5.0,5.0,31.0,58.0,73.0,43.0,30.0,42.0,44.0,15.0,15.0,16.0,14.0,14.0,13.0,13.0,73.0,52.0,52.0,97.0,82.0,79.0,62.0,34.0,21.0,19.0,23.0,33.0,27.0,25.0,243.0,282.0,288.0,227.0,231.0,272.0,270.0,1012.0,1010.0,998.0,1000.0,1007.0,1009.0,1014.0,95.0,91.0,107.0,30.0,56.0,100.0,97.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,20.0,10.0,7.0,13.0,19.0,15.0,12.0,26.0,19.0,18.0,21.0,28.0,24.0,22.0,24.0
2.0,5.0,1.0,1.0,1.0,3.0,2.0,3.0,5.0,6.0,5.0,4.0,4.0,5.0,26.0,31.0,58.0,73.0,43.0,30.0,42.0,16.0,15.0,15.0,16.0,14.0,14.0,13.0,81.0,73.0,52.0,52.0,97.0,82.0,79.0,26.0,34.0,21.0,19.0,23.0,33.0,27.0,256.0,243.0,282.0,288.0,227.0,231.0,272.0,1011.0,1012.0,1010.0,998.0,1000.0,1007.0,1009.0,109.0,95.0,91.0,107.0,30.0,56.0,100.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,14.0,20.0,10.0,7.0,13.0,19.0,15.0,24.0,26.0,19.0,18.0,21.0,28.0,24.0,20.0
3.0,2.0,5.0,1.0,1.0,1.0,3.0,5.0,3.0,5.0,6.0,5.0,4.0,4.0,37.0,26.0,31.0,58.0,73.0,43.0,30.0,18.0,16.0,15.0,15.0,16.0,14.0,14.0,68.0,81.0,73.0,52.0,52.0,97.0,82.0,25.0,26.0,34.0,21.0,19.0,23.0,33.0,271.0,256.0,243.0,282.0,288.0,227.0,231.0,1009.0,1011.0,1012.0,1010.0,998.0,1000.0,1007.0,109.0,109.0,95.0,91.0,107.0,30.0,56.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,16.0,14.0,20.0,10.0,7.0,13.0,19.0,20.0,24.0,26.0,19.0,18.0,21.0,28.0,20.0
4.0,3.0,2.0,5.0,1.0,1.0,1.0,6.0,5.0,3.0,5.0,6.0,5.0,4.0,44.0,37.0,26.0,31.0,58.0,73.0,43.0,16.0,18.0,16.0,15.0,15.0,16.0,14.0,71.0,68.0,81.0,73.0,52.0,52.0,97.0,25.0,25.0,26.0,34.0,21.0,19.0,23.0,258.0,271.0,256.0,243.0,282.0,288.0,227.0,1015.0,1009.0,1011.0,1012.0,1010.0,998.0,1000.0,105.0,109.0,109.0,95.0,91.0,107.0,30.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,21.0,16.0,14.0,20.0,10.0,7.0,13.0,20.0,20.0,24.0,26.0,19.0,18.0,21.0,19.0
3.0,4.0,3.0,2.0,5.0,1.0,1.0,5.0,6.0,5.0,3.0,5.0,6.0,5.0,38.0,44.0,37.0,26.0,31.0,58.0,73.0,17.0,16.0,18.0,16.0,15.0,15.0,16.0,71.0,71.0,68.0,81.0,73.0,52.0,52.0,23.0,25.0,25.0,26.0,34.0,21.0,19.0,275.0,258.0,271.0,256.0,243.0,282.0,288.0,1018.0,1015.0,1009.0,1011.0,1012.0,1010.0,998.0,103.0,105.0,109.0,109.0,95.0,91.0,107.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,23.0,21.0,16.0,14.0,20.0,10.0,7.0,19.0,20.0,20.0,24.0,26.0,19.0,18.0,14.75
2.5,3.0,4.0,3.0,2.0,5.0,1.0,5.0,5.0,6.0,5.0,3.0,5.0,6.0,42.0,38.0,44.0,37.0,26.0,31.0,58.0,15.75,17.0,16.0,18.0,16.0,15.0,15.0,77.75,71.0,71.0,68.0,81.0,73.0,52.0,18.0,23.0,25.0,25.0,26.0,34.0,21.0,209.5,275.0,258.0,271.0,256.0,243.0,282.0,1015.75,1018.0,1015.0,1009.0,1011.0,1012.0,1010.0,80.5,103.0,105.0,109.0,109.0,95.0,91.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.5,23.0,21.0,16.0,14.0,20.0,10.0,14.75,19.0,20.0,20.0,24.0,26.0,19.0,10.5
2.0,2.5,3.0,4.0,3.0,2.0,5.0,5.0,5.0,5.0,6.0,5.0,3.0,5.0,46.0,42.0,38.0,44.0,37.0,26.0,31.0,14.5,15.75,17.0,16.0,18.0,16.0,15.0,84.5,77.75,71.0,71.0,68.0,81.0,73.0,13.0,18.0,23.0,25.0,25.0,26.0,34.0,144.0,209.5,275.0,258.0,271.0,256.0,243.0,1013.5,1015.75,1018.0,1015.0,1009.0,1011.0,1012.0,58.0,80.5,103.0,105.0,109.0,109.0,95.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,19.5,23.0,21.0,16.0,14.0,20.0,10.5,14.75,19.0,20.0,20.0,24.0,26.0,6.25
